Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 129, Row: 27, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cf7e29dec8018c76c2baa3
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 327, Row: 9, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde464dec8018c7677b783
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 309, Row: 11, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cf7e1ddec8018c76c1a103
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 304, Row: 22, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a27edef6af5e52e4d71f7e
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 308, Row: 9, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d5f8addec8018c76b8f7fa
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 307, Row: 22, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a27ee1f6af5e52e4d75a09
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 312, Row: 13, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde4d5dec8018c768558ab
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 317, Row: 12, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde466dec8018c7677daab
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 321, Row: 11, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde4d7dec8018c76857af6
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 316, Row: 15, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d0b4b7dec8018c762ea3a4
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 322, Row: 11, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d0f70fdec8018c76a45ed8
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 105, Row: 18, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d48fb8dec8018c7684e25a
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 319, Row: 12, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cf409ddec8018c76be42a0
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 320, Row: 12, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde4d3dec8018c76850ea3
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 313, Row: 11, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde45fdec8018c76774d62
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 331, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12afdec8018c7601b3b9
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 330, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12d4dec8018c76063a26
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 300, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/6764fe1bb98988f2dbd764c7
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 332, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/6764fe19b98988f2dbd74216
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 302, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12e1dec8018c7607e976
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 328, Row: 40, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12bedec8018c7603b4a2
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 301, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12b5dec8018c7602698a
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 307, Row: 2, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67bc81ec2f94efc810cbf9a2
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 312, Row: 24, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a27edaf6af5e52e4d6df05
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 324, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a27ed1f6af5e52e4d60f76
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 140, Row: 13, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d48fbadec8018c768518d2
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 308, Row: 40, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12a0dec8018c760002d1
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 323, Row: 32, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca128edec8018c76fdbab8
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 306, Row: 40, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12e6dec8018c76087dc8
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 327, Row: 40, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12fbdec8018c760b3e48
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 319, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12f0dec8018c7609dd53
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 314, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12b9dec8018c760315f0
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 313, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12a0dec8018c76fffd8b
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 317, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca129ddec8018c76ffb0c8
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 310, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12a8dec8018c7600c817
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 311, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12c6dec8018c76049c1c
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 316, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12e4dec8018c76084ec3
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 322, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12b5dec8018c76027576
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 138, Row: 28, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde46bdec8018c76787074
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 144, Row: 15, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde45bdec8018c7676f5ee
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 142, Row: 21, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde4d1dec8018c7684e97c
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 106, Row: 31, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde467dec8018c76780a05
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 107, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde4d1dec8018c7684e96f
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 137, Row: 33, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde4d5dec8018c768558b0
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 141, Row: 20, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde467dec8018c76780a0b
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 136, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde459dec8018c7676d82b
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 103, Row: 20, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67db16e7dec8018c761a12ae
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 102, Row: 20, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cde45fdec8018c76774d6d
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 319, Row: 21, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a7d2cc3e2207e70ba65f0c
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 104, Row: 20, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67cf7e1fdec8018c76c1c868
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 320, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12b2dec8018c76020dd5
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 318, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12bcdec8018c7603667d
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 315, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67ca12b7dec8018c7602ca26
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 143, Row: 16, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d95b87dec8018c7662562c
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 142, Row: 13, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/678683f15f5eedb9b59e2dee
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 318, Row: 20, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a7d2dc3e2207e70ba74246
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 326, Row: 1, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a27ecef6af5e52e4d5b952
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 139, Row: 32, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67a27edef6af5e52e4d71f65
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 104, Row: 14, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67b502262f94efc8109e8f6b
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 144, Row: 11, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67b502262f94efc8109e8f91
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 143, Row: 28, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05b8edec8018c7652db7d
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 142, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05b8ddec8018c7652b573
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 106, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05b9ddec8018c765416ef
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 107, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05b99dec8018c7653d467
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 140, Row: 24, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05b8edec8018c7652d8a3
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 108, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05b85dec8018c76523881
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 105, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/67d05ba6dec8018c7654b439
Date: 09-05-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 310, Row: 3, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-5-2025-phoenix-az-chase-field/events/66a1721d56d58dfc9c0ea5ed/listings/670ea22bf0923f9bcdb78220
