Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 116, Row: 23, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ad3e733e2207e70bb78664
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 307, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda4b98988f2dbce65d8
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 141, Row: 13, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4ef132f94efc8108d3a64
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 331, Row: 2, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/673d12ad585e58e5aa876881
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 301, Row: 2, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/670ea1b5f0923f9bcdacdafd
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 302, Row: 2, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67896e465f5eedb9b54cd880
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 329, Row: 17, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68abe3e2207e70b0e4719
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 326, Row: 17, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ad83e2207e70b110642
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 331, Row: 16, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ad63e2207e70b10adbe
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 325, Row: 16, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ac73e2207e70b0f36a6
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 330, Row: 2, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67896e4e5f5eedb9b54db003
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 328, Row: 9, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95bdec8018c76f21925
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 304, Row: 8, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95fdec8018c76f29e8e
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 140, Row: 13, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d48fb7dec8018c7684b6cd
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 308, Row: 9, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a966dec8018c76f391a8
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 325, Row: 8, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a960dec8018c76f2c5d0
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 323, Row: 10, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a963dec8018c76f33893
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 305, Row: 8, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a968dec8018c76f3c4aa
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 306, Row: 10, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95ddec8018c76f26596
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 330, Row: 15, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68acd3e2207e70b0fc380
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 327, Row: 8, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a955dec8018c76f111d5
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 309, Row: 10, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95bdec8018c76f2146d
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 311, Row: 11, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/670ea16ef0923f9bcda6956f
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 324, Row: 9, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a959dec8018c76f1b226
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 140, Row: 39, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda5b98988f2dbcea171
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 104, Row: 39, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda1b98988f2dbce1994
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 310, Row: 21, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ad83e2207e70b11140f
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 319, Row: 9, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/670ea163f0923f9bcda58b03
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 320, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4b5dbdec8018c767c6796
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 318, Row: 10, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d625f2dec8018c765943cb
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 314, Row: 10, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a952dec8018c76f09935
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 313, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95bdec8018c76f21a95
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 312, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a960dec8018c76f2cae7
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 317, Row: 10, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95ddec8018c76f26836
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 316, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95fdec8018c76f29e32
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 308, Row: 15, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68aca3e2207e70b0f8bc2
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 142, Row: 13, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/678683f15f5eedb9b59e2eb1
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 101, Row: 22, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d48fbddec8018c76859ce9
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 301, Row: 32, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0cf7dec8018c76760d0f
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 302, Row: 32, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0d16dec8018c7678f7c1
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 303, Row: 40, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0d1adec8018c76796e59
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 103, Row: 14, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4ef742f94efc810977363
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 144, Row: 11, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4ef742f94efc810977332
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 107, Row: 39, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda4b98988f2dbce65df
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 137, Row: 39, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda4b98988f2dbce87d0
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 104, Row: 14, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4ef742f94efc81097734d
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 323, Row: 36, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda6b98988f2dbceb35e
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 305, Row: 40, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0d16dec8018c7678efcc
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 306, Row: 40, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0cf0dec8018c767533ad
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 108, Row: 30, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/670ea1b6f0923f9bcdacf4fb
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 310, Row: 3, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/670ea1b6f0923f9bcdacf533
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 313, Row: 16, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ac03e2207e70b0e8c8c
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 143, Row: 15, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a950dec8018c76f062e6
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 138, Row: 30, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a950dec8018c76f06188
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 142, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a960dec8018c76f2c75e
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 106, Row: 26, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a96bdec8018c76f42d1a
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 107, Row: 29, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67896e4a5f5eedb9b54d3bc5
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 137, Row: 30, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a959dec8018c76f1b176
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 136, Row: 30, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67da23fadec8018c760c1296
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 103, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4a95adec8018c76f1f31a
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 102, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d4fe89dec8018c766de6eb
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 324, Row: 1, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68acc3e2207e70b0fb017
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 111, Row: 11, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4f0082f94efc810a7a5ff
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 320, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0cebdec8018c767489eb
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 318, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0d01dec8018c7676e00a
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 315, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0cfadec8018c76764e62
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 312, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0d38dec8018c767c9ff8
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 317, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0d3ddec8018c767d21ab
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 322, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0cfadec8018c76764dea
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 136, Row: 36, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ac63e2207e70b0f1997
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 105, Row: 18, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67d48fbadec8018c76851efd
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 319, Row: 32, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67ca0cfadec8018c76764717
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 311, Row: 2, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67896e565f5eedb9b54e8e94
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 133, Row: 9, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4f06a2f94efc810b2d097
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 106, Row: 35, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67a68ad63e2207e70b10add6
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 134, Row: 39, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda4b98988f2dbce664c
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 111, Row: 6, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4f0082f94efc810a7a5f5
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 110, Row: 39, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/6764fda5b98988f2dbcea1d1
Date: 09-01-2025, Home Team: Dbacks, Away Team: Rangers, Section: 134, Row: 3, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-1-2025-phoenix-az-chase-field/events/66a1721966e0626c8de367e0/listings/67b4f12d2f94efc810cece1c
