Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 129, Row: 27, Price: $131.00, Est. Price: $131.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a8fdec8018c761c5d1b
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 305, Row: 8, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a17dec8018c76109f38
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 306, Row: 10, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d379badec8018c76ba60e8
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 327, Row: 9, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9ddec8018c761e040e
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 309, Row: 11, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a19dec8018c7610c1b1
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 307, Row: 8, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a0fdec8018c760f8e47
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 303, Row: 23, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282caf6af5e52e4397c22
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 326, Row: 11, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a8fdec8018c761c5d3e
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 324, Row: 17, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d8f283dec8018c765fdfd3
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 308, Row: 9, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d23fdedec8018c76104383
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 329, Row: 2, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b0eeec2f94efc8100b9e2f
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 304, Row: 22, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b0eef02f94efc8100beffc
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 313, Row: 11, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a13dec8018c7610205b
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 312, Row: 13, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a12dec8018c760ff3bb
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 317, Row: 12, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a94dec8018c761cf15b
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 321, Row: 11, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d853b5dec8018c7689706f
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 310, Row: 10, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a8fdec8018c761c5d21
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 311, Row: 12, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9ddec8018c761e0420
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 316, Row: 16, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9edec8018c761e1ca1
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 105, Row: 18, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d48fb7dec8018c7684b509
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 319, Row: 12, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a99dec8018c761db9dd
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 320, Row: 13, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa4dec8018c761e73ed
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 318, Row: 11, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a8fdec8018c761c5d15
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 330, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d0fdec8018c7678264d
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 302, Row: 21, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b0eee52f94efc8100ae3be
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 300, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/6764fe19b98988f2dbd74f9d
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 332, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/6764fe18b98988f2dbd73583
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 326, Row: 23, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282caf6af5e52e4397c36
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 301, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d07dec8018c767774c6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 331, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d07dec8018c76776d55
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 307, Row: 2, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67bc81ec2f94efc810cbf899
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 141, Row: 13, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b501fa2f94efc81099c41d
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 140, Row: 13, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d48fbbdec8018c768557e2
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 308, Row: 21, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282d9f6af5e52e43b1b1a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 323, Row: 32, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d08dec8018c76777888
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 313, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d1ddec8018c7679a87d
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 312, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0cf0dec8018c7675362d
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 317, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d2ddec8018c767b7e27
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 311, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d08dec8018c767777a5
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 316, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d3fdec8018c767d6626
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 322, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d33dec8018c767c1075
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 139, Row: 27, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a95dec8018c761d29fa
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 106, Row: 31, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a11dec8018c760fbbfc
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 137, Row: 31, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03aa5dec8018c761e9312
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 141, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d4b5dedec8018c767cae0e
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 103, Row: 20, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a17dec8018c76109f31
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 102, Row: 20, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a20dec8018c761176c6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 319, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d2fdec8018c767bacdf
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 104, Row: 19, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a9edec8018c761e1ca5
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 320, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d2ddec8018c767b7ae2
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 318, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d14dec8018c7678b5aa
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 315, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d0cdec8018c7677fe96
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 314, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ca0d03dec8018c76770280
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 138, Row: 37, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a26dec8018c7611eeaf
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 144, Row: 16, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d03a96dec8018c761d62cf
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 142, Row: 13, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/678683f15f5eedb9b59e2d54
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 319, Row: 18, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282e1f6af5e52e43bb50c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 318, Row: 17, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67a282d6f6af5e52e43ae665
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 139, Row: 34, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ae97f42f94efc8102f0184
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 137, Row: 39, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67c07926dec8018c76c294e6
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 103, Row: 14, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502262f94efc8109e8f65
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 104, Row: 14, Price: $80.00, Est. Price: $80.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502262f94efc8109e8f1c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 144, Row: 11, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502262f94efc8109e8f8a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 143, Row: 28, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d05b8edec8018c7652dcc4
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 142, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d05b99dec8018c7653d6c7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 139, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d05b96dec8018c76538195
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 140, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d05b9fdec8018c7654306a
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 105, Row: 39, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d05b80dec8018c7651aad3
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 102, Row: 27, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67ae97f42f94efc8102f019c
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 101, Row: 28, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67d05b96dec8018c765381a0
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 310, Row: 3, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/670ea1b5f0923f9bcdacbec7
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 136, Row: 39, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67c07926dec8018c76c2950e
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 133, Row: 9, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502b82f94efc810ad6696
Date: 09-07-2025, Home Team: Dbacks, Away Team: Red Sox, Section: 111, Row: 11, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/red-sox-at-diamondbacks-tickets/9-7-2025-phoenix-az-chase-field/events/66a17221573fc39854bf8eea/listings/67b502872f94efc810a5e324
