Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 128, Row: 25, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0ddf0923f9bcd9a669a
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 102, Row: 19, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0d7f0923f9bcd99bbfe
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 103, Row: 17, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df55f5eedb9b544950c
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 315, Row: 9, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df95f5eedb9b544fbe4
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 313, Row: 8, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896def5f5eedb9b543f83f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 324, Row: 2, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df45f5eedb9b54474b6
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 137, Row: 29, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0dbf0923f9bcd9a2e16
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 310, Row: 3, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0dff0923f9bcd9a7ff8
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 101, Row: 22, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fbadec8018c76851d36
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 306, Row: 2, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e5f0923f9bcd9adb6d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 329, Row: 8, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf811dec8018c768539f0
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 328, Row: 9, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7d2dec8018c76809567
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 303, Row: 8, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7d9dec8018c76810c10
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 304, Row: 9, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf732dec8018c76747e58
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 139, Row: 17, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0d9f0923f9bcd99f2ca
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 107, Row: 29, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df25f5eedb9b5445a7d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 104, Row: 14, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67099139f0923f9bcdc4f5fb
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 311, Row: 2, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896de95f5eedb9b543706b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 308, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e0f0923f9bcd9a92f0
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 325, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e2f0923f9bcd9ab7c8
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 305, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0ddf0923f9bcd9a66a8
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 144, Row: 11, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098a35f0923f9bcdf1ff1e
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 321, Row: 2, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0daf0923f9bcd9a0d68
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 324, Row: 9, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d65b42dec8018c76092f99
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 308, Row: 9, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ce2637dec8018c7606e358
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 325, Row: 8, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d376abdec8018c763438ed
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 323, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7d6dec8018c7680d848
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 306, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7d9dec8018c76810bfb
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 309, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf809dec8018c7684b53b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 307, Row: 8, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d3405cdec8018c76314b19
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/6764fda2b98988f2dbce3482
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 136, Row: 26, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0d8f0923f9bcd99deba
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 103, Row: 14, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896dea5f5eedb9b543a191
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 143, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896e7c5f5eedb9b5531838
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 319, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e6f0923f9bcd9aed6c
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 315, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e5f0923f9bcd9ae16f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 314, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896df55f5eedb9b5449547
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 108, Row: 20, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896de65f5eedb9b5432f4f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 105, Row: 18, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d48fbfdec8018c7685dda7
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 330, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d1adec8018c76796a5f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 111, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098b25f0923f9bcd0becf3
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 314, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d376b6dec8018c7635b30d
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 317, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d03a1adec8018c7610e261
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 310, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d37709dec8018c764178ac
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 322, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d376aedec8018c76349dfb
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 301, Row: 32, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d13dec8018c7678abc9
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 331, Row: 32, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d03dec8018c767704d7
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/6764fda1b98988f2dbce1908
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/6764fda4b98988f2dbce8757
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 305, Row: 40, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d1adec8018c76796775
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 327, Row: 40, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d33dec8018c767c11ff
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 133, Row: 9, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098b55f0923f9bcd0fc3aa
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 323, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d2ddec8018c767b78e6
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 133, Row: 16, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e2f0923f9bcd9ab820
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 138, Row: 29, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf6b8dec8018c766cc37a
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 142, Row: 20, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67d748f0dec8018c768b1b14
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 106, Row: 26, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67caf7cbdec8018c76800ce7
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 135, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67896def5f5eedb9b543f84f
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 111, Row: 6, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098bb2f0923f9bcd1aeabe
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 109, Row: 9, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/670ea0e5f0923f9bcd9adb36
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 134, Row: 3, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67098d34f0923f9bcd471d58
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 320, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cf5dec8018c7675c780
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 318, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d31dec8018c767bd9f2
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 313, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0cfedec8018c7676b133
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 312, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d0adec8018c7677ba2b
Date: 09-03-2025, Home Team: Dbacks, Away Team: Rangers, Section: 317, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/rangers-at-diamondbacks-tickets/9-3-2025-phoenix-az-chase-field/events/66a1721bd8d60cfab6f1b776/listings/67ca0d03dec8018c76770a14
