Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 128, Row: 25, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea104f0923f9bcd9c8b56
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 332, Row: 32, Price: $34.00, Est. Price: $34.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6764fda4b98988f2dbce878d
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 311, Row: 11, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea104f0923f9bcd9c9736
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 316, Row: 9, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e275f5eedb9b54986ec
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 307, Row: 2, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67bc81ec2f94efc810cbf6b0
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 315, Row: 9, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e3c5f5eedb9b54bfc4d
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 140, Row: 13, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e15d32d4811782d3eaadba
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 320, Row: 9, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e385f5eedb9b54b77e4
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 321, Row: 9, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea107f0923f9bcd9cc348
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 304, Row: 40, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6764fda5b98988f2dbcea16a
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 329, Row: 40, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6764fda4b98988f2dbce8728
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 142, Row: 13, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/678683f15f5eedb9b59e2dfb
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 108, Row: 30, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea104f0923f9bcd9c8c5d
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 139, Row: 17, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea10cf0923f9bcd9d1a21
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 107, Row: 29, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e395f5eedb9b54b9ace
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 102, Row: 19, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea10af0923f9bcd9ceaa8
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 103, Row: 17, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e315f5eedb9b54aad6e
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 313, Row: 8, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e2a5f5eedb9b549dd1a
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 324, Row: 2, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e345f5eedb9b54b1bda
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 310, Row: 3, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea105f0923f9bcd9caa70
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 101, Row: 22, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e15d34d4811782d3eacc77
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 306, Row: 2, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea103f0923f9bcd9c7fa4
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 332, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cc1d4811782d39decfe
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 300, Row: 9, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cefd4811782d3a1700e
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 330, Row: 10, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cb5d4811782d39d2dce
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 329, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cefd4811782d3a163d7
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 328, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54ce5d4811782d3a08319
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 303, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cb7d4811782d39d5993
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 304, Row: 11, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54ce7d4811782d3a0b15e
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 137, Row: 29, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea104f0923f9bcd9c8c02
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 103, Row: 14, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6709809ff0923f9bcdceb7d8
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 104, Row: 14, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6709809ff0923f9bcdceb7a0
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 311, Row: 2, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e395f5eedb9b54b9ba1
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 308, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea109f0923f9bcd9ce5ed
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 325, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea103f0923f9bcd9c7fe9
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 305, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea104f0923f9bcd9c8bf5
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 301, Row: 32, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e85d4811782d3b78673
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 331, Row: 31, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e90d4811782d3b921f1
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 302, Row: 10, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cf6d4811782d3a231be
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 144, Row: 11, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670980cdf0923f9bcdd311c2
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 321, Row: 2, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea109f0923f9bcd9ce5bd
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 308, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e7ad4811782d3b694a8
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 325, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cdad4811782d39fbe5f
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 323, Row: 33, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e4cd4811782d3af1776
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 323, Row: 12, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cb7d4811782d39d6015
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 305, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e50d4811782d3afc982
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 306, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e53d4811782d3b02ac1
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 327, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e7ad4811782d3b6931c
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 309, Row: 32, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e5cd4811782d3b1c889
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6764fda5b98988f2dbcea1af
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 136, Row: 26, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea108f0923f9bcd9cd85e
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 324, Row: 12, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cebd4811782d3a113be
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 143, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e735f5eedb9b551d592
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 315, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea104f0923f9bcd9c9675
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 314, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e2f5f5eedb9b54a726d
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 108, Row: 21, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67896e255f5eedb9b5495b1a
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 105, Row: 18, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e15d35d4811782d3eae686
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 319, Row: 1, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea10af0923f9bcd9ceafd
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 111, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6709812cf0923f9bcddc766a
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 318, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cdfd4811782d3a01cb8
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 314, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cd3d4811782d39f1497
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 317, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54ccfd4811782d39ec82a
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 310, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cdad4811782d39fc9a1
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 316, Row: 15, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cadd4811782d39c9178
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 322, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cc9d4811782d39e64a6
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6764fda4b98988f2dbce881f
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6764fda5b98988f2dbcea13a
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 9, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/6709815bf0923f9bcde1be0c
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 320, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e5dd4811782d3b1f9a5
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 318, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e67d4811782d3b3d54d
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 312, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e45e7dd4811782d3b6c0d1
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 133, Row: 16, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/670ea10ef0923f9bcd9d3203
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 138, Row: 27, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cb5d4811782d39d2beb
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 142, Row: 23, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54ce3d4811782d3a06a4c
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 139, Row: 25, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cd3d4811782d39f1f48
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 106, Row: 29, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cf6d4811782d3a22f01
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 140, Row: 22, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54cc5d4811782d39e2582
Date: 08-19-2025, Home Team: Dbacks, Away Team: Guardians, Section: 141, Row: 23, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/guardians-at-diamondbacks-tickets/8-19-2025-phoenix-az-chase-field/events/66a172096a7963095dbe0ae1/listings/67e54ccfd4811782d39ec84c
