Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 116, Row: 21, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b3572b98988f2db8bc5f1
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 331, Row: 2, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e475f5eedb9b54cf89d
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 309, Row: 14, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac23e2207e70b0ecf70
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 301, Row: 2, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/670ea160f0923f9bcda53f31
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 330, Row: 11, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac23e2207e70b0ecf4b
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 302, Row: 1, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/670ea169f0923f9bcda60646
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 304, Row: 40, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/6764fda3b98988f2dbce4cbf
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 329, Row: 40, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/6764fda6b98988f2dbceb345
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 141, Row: 13, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b30bdb98988f2db33baa8
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 313, Row: 16, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ad43e2207e70b106912
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 323, Row: 12, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ace3e2207e70b0fdee8
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 318, Row: 9, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68abf3e2207e70b0e67b1
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/6764fda2b98988f2dbce3476
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 307, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/6764fda4b98988f2dbce665f
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 144, Row: 11, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b3118b98988f2db3ce3af
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 101, Row: 22, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e15d34d4811782d3eacc0e
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 108, Row: 33, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ad13e2207e70b102f3f
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 103, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b3118b98988f2db3ce2ab
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 105, Row: 28, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68aca3e2207e70b0f8c19
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 104, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b3118b98988f2db3ce298
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 315, Row: 9, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e435f5eedb9b54c9b94
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 332, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cc9d4811782d39e6d4b
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 300, Row: 10, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce9d4811782d3a0de2b
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 302, Row: 10, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cbfd4811782d39dcc2d
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 329, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cf1d4811782d3a19126
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 304, Row: 9, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cb5d4811782d39d309a
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 140, Row: 25, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac13e2207e70b0eaee0
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 319, Row: 13, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68acf3e2207e70b0ffba8
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 320, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e495f5eedb9b54d2997
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 313, Row: 8, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e495f5eedb9b54d29f0
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 326, Row: 3, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ad83e2207e70b110616
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 324, Row: 13, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cebd4811782d3a103bf
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 325, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce5d4811782d3a089f1
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 305, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cf3d4811782d3a1c370
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 306, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce1d4811782d3a03b5c
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 327, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cedd4811782d3a13564
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 11, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b335cb98988f2db64d6a7
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/6764fda4b98988f2dbce6659
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 139, Row: 17, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/670ea167f0923f9bcda5ddd2
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 137, Row: 32, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ad63e2207e70b10ada1
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/6764fda5b98988f2dbcea1b8
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 105, Row: 18, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e15d3cd4811782d3eb4515
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 310, Row: 3, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/670ea169f0923f9bcda60692
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 324, Row: 2, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e4f5f5eedb9b54dcba1
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 307, Row: 1, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e495f5eedb9b54d2958
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 306, Row: 1, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68abf3e2207e70b0e6805
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 107, Row: 31, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ad63e2207e70b10ad88
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 319, Row: 6, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac83e2207e70b0f5197
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 133, Row: 9, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b33bdb98988f2db6c9885
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 106, Row: 30, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac53e2207e70b0f01a0
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 136, Row: 26, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/670ea16af0923f9bcda61c8d
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 321, Row: 2, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/670ea15ff0923f9bcda529b5
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 143, Row: 11, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac63e2207e70b0f1972
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 108, Row: 20, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e505f5eedb9b54dec80
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 315, Row: 15, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cc9d4811782d39e6445
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 314, Row: 13, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce3d4811782d3a06117
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 312, Row: 13, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cdcd4811782d39feeee
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 317, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cdad4811782d39fb83a
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 321, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cc7d4811782d39e4d4b
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 310, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce3d4811782d3a064b9
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 311, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce9d4811782d3a0d7d6
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 316, Row: 15, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cb3d4811782d39d1de0
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 322, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cd3d4811782d39f17fc
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 308, Row: 40, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67dcae2ed4811782d305d1e9
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 323, Row: 32, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67dcae99d4811782d31554ea
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 6, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b332db98988f2db62cc06
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 215, Row: 4, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e15d34d4811782d3eac65c
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 134, Row: 3, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b341bb98988f2db71d8d8
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 311, Row: 2, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e505f5eedb9b54dec8e
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 110, Row: 27, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac03e2207e70b0e8cb6
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 26, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67a68ac03e2207e70b0e8c7d
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 143, Row: 19, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cf5d4811782d3a21286
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 138, Row: 27, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cc5d4811782d39e25fb
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 142, Row: 25, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54caad4811782d39c5636
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 139, Row: 26, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cefd4811782d3a16861
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 141, Row: 28, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce9d4811782d3a0dd26
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 314, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67896e445f5eedb9b54cb95e
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 136, Row: 35, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cb3d4811782d39d1577
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 103, Row: 23, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54cdfd4811782d3a02196
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 104, Row: 21, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/67e54ce9d4811782d3a0db04
Date: 08-24-2025, Home Team: Dbacks, Away Team: Reds, Section: 216, Row: 1, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-24-2025-phoenix-az-chase-field/events/66a17210999f484d998f0058/listings/677b329ab98988f2db5629a2
