Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 121, Row: 29, Price: $135.00, Est. Price: $135.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67ed915bd4811782d343474c
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 332, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad0b98988f2db638d9e
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 304, Row: 13, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e70448d4811782d3055fff
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 309, Row: 15, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fc33e2207e70b8e5b6d
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 303, Row: 12, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb13e2207e70b8c154f
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 313, Row: 24, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67eaf720d4811782d32cdb1b
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 323, Row: 36, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad1b98988f2db63c062
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 306, Row: 14, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e8676ed4811782d3ba28a9
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 326, Row: 40, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad2b98988f2db63ccb7
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 311, Row: 23, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb53e2207e70b8c8304
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 308, Row: 14, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67ae55562f94efc8104a1d9c
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 301, Row: 11, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e773eed4811782d3e2aad3
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 315, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad0b98988f2db638ce9
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 332, Row: 16, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037420b271341d16c3af7
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 331, Row: 9, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037410b271341d16c14ac
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 300, Row: 13, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037420b271341d16c3b04
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 330, Row: 12, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037480b271341d16cbaff
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 302, Row: 8, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e773f7d4811782d3e42dd8
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 329, Row: 18, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f0375a0b271341d16eb301
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 303, Row: 22, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037570b271341d16e5197
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 304, Row: 23, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f0373e0b271341d16b8dac
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 313, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad2b98988f2db63cb70
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 317, Row: 32, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad2b98988f2db63cbe9
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 312, Row: 22, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e70438d4811782d303f23f
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 310, Row: 22, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67db864ddec8018c76aafca3
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 305, Row: 13, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67be45962f94efc810f4d117
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 301, Row: 6, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67b159bb2f94efc810f5179d
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 331, Row: 1, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67896ccd5f5eedb9b5237312
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 330, Row: 1, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67896cd75f5eedb9b524862f
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 302, Row: 1, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/673d0c80585e58e5aa13189a
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 307, Row: 6, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67bcedb82f94efc810133c65
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 303, Row: 7, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e99738d4811782d33805f1
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 324, Row: 17, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f0373c0b271341d16b4751
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 325, Row: 12, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb03e2207e70b8bf3de
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 323, Row: 18, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f0374b0b271341d16d0a0f
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 327, Row: 14, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037590b271341d16e7da1
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 309, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f0374d0b271341d16d2ec8
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 326, Row: 13, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037440b271341d16c5178
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 315, Row: 14, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67d49432dec8018c76fa6fa8
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 317, Row: 14, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67eaf70ed4811782d32b504e
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 316, Row: 15, Price: $69.00, Est. Price: $69.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb03e2207e70b8bf3ba
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 319, Row: 18, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037470b271341d16c9815
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 320, Row: 13, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037500b271341d16d7c32
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 9, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67aa8a8c3e2207e70b61d420
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 18, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037480b271341d16cbafa
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 314, Row: 11, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e74fbcd4811782d3fbb24c
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 314, Row: 25, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037450b271341d16c74ce
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 317, Row: 9, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb43e2207e70b8c6e24
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 321, Row: 13, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037470b271341d16c9810
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 316, Row: 26, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037590b271341d16e7cff
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 322, Row: 15, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f0374e0b271341d16d5c9c
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 319, Row: 9, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fc43e2207e70b8e816f
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 313, Row: 8, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67896cc85f5eedb9b522d50d
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 324, Row: 2, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67896cd25f5eedb9b523f685
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 308, Row: 2, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e70444d4811782d30515be
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 305, Row: 2, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67e70435d4811782d30387b2
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 301, Row: 32, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f00b271341d1ca2cd1
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 328, Row: 40, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031fa0b271341d1cb94ae
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 136, Row: 37, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb93e2207e70b8d1125
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 143, Row: 31, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/6764fad0b98988f2db638d15
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 137, Row: 35, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb73e2207e70b8cc330
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 101, Row: 29, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67c1564fdec8018c7646b546
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 306, Row: 40, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f00b271341d1ca2d10
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 327, Row: 40, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f00b271341d1ca2d70
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 325, Row: 40, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031fa0b271341d1cb9491
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 105, Row: 27, Price: $79.00, Est. Price: $79.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67b1279e2f94efc810e3553c
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 104, Row: 26, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb93e2207e70b8d1137
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 320, Row: 32, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031e90b271341d1c9bd51
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 32, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f90b271341d1cb6b83
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 312, Row: 32, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f40b271341d1cadfe6
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 311, Row: 32, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f00b271341d1ca2c40
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 322, Row: 32, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f031f00b271341d1ca2c92
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 106, Row: 38, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67f037570b271341d16e5216
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 103, Row: 25, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67b1279f2f94efc810e37789
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 106, Row: 32, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67a68fb33e2207e70b8c5a88
Date: 04-26-2025, Home Team: Dbacks, Away Team: Braves, Section: 107, Row: 33, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-26-2025-phoenix-az-chase-field/events/66a170e1e6f5d70d01cdf3e4/listings/67bcdda82f94efc81029ac49
