Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 116, Row: 23, Price: $96.00, Est. Price: $96.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/672d0c76585e58e5aaf6f960
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 330, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67896e7f5f5eedb9b55396e2
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 302, Row: 16, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68ad73e2207e70b10d66d
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 140, Row: 39, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/6764fda2b98988f2dbce34b9
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 141, Row: 13, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b501fa2f94efc81099c423
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 104, Row: 39, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/6764fda2b98988f2dbce340f
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 325, Row: 10, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cdcd4811782d39fea00
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 323, Row: 11, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cb3d4811782d39d1d8f
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 305, Row: 9, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cadd4811782d39c92f3
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 306, Row: 13, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54ce7d4811782d3a0b1d1
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 327, Row: 10, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cddd4811782d3a00d24
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 309, Row: 17, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cf6d4811782d3a2315b
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 307, Row: 9, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cdfd4811782d3a0232d
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 326, Row: 13, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cbdd4811782d39dbcec
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 324, Row: 10, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54ce1d4811782d3a03a25
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 308, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cbfd4811782d39ddba9
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 325, Row: 16, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68ad43e2207e70b106932
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 301, Row: 1, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68a573e2207e70b072c9b
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 142, Row: 13, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/678683f15f5eedb9b59e2f7c
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 313, Row: 18, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cbbd4811782d39d8ec4
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 317, Row: 12, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cb9d4811782d39d7f82
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 321, Row: 13, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54ccdd4811782d39eb1ba
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 310, Row: 16, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cb7d4811782d39d5edb
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 311, Row: 16, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cdfd4811782d3a01e93
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 316, Row: 19, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cdcd4811782d39fedb5
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 322, Row: 12, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cb7d4811782d39d5d60
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 107, Row: 39, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/6764fda2b98988f2dbce346f
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 137, Row: 39, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/6764fda5b98988f2dbcea1b0
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 105, Row: 18, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e15d3cd4811782d3eb4abb
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 319, Row: 13, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cbdd4811782d39db205
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 320, Row: 13, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cbbd4811782d39d98d8
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 318, Row: 12, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cd1d4811782d39eef99
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 315, Row: 17, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cf3d4811782d3a1bf8b
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 314, Row: 16, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54ccfd4811782d39ed47d
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 312, Row: 17, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54ce5d4811782d3a08b5f
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 323, Row: 36, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/6764fda2b98988f2dbce3492
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 331, Row: 1, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67896e6d5f5eedb9b5510ae8
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 140, Row: 21, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67c3f5c0dec8018c76813531
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 308, Row: 16, Price: $64.00, Est. Price: $64.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68ac13e2207e70b0eaf08
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 315, Row: 9, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67896e795f5eedb9b552a717
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 316, Row: 9, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67896e7d5f5eedb9b5533ab3
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 140, Row: 13, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e15d3dd4811782d3eb6f8e
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 319, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67dd97d9d4811782d3526f6a
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 320, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67dd97e9d4811782d35544b4
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 318, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67dd97d6d4811782d352258d
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 314, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67dd97d9d4811782d3527131
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 313, Row: 32, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67dd97d6d4811782d35223af
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 137, Row: 27, Price: $71.00, Est. Price: $71.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e54cded4811782d3a00f4c
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 110, Row: 11, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67d37514dec8018c76f034a5
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 110, Row: 39, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/6764fda3b98988f2dbce4cb0
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 103, Row: 14, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502262f94efc8109e8f35
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 104, Row: 14, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502262f94efc8109e8f72
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 144, Row: 11, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502262f94efc8109e8fa3
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 102, Row: 19, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/670ea1b0f0923f9bcdac3dba
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 11, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502872f94efc810a5e340
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 139, Row: 30, Price: $81.00, Est. Price: $81.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68ace3e2207e70b0fdf07
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 133, Row: 9, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502b82f94efc810ad66de
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 103, Row: 29, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68abe3e2207e70b0e4720
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 311, Row: 2, Price: $84.00, Est. Price: $84.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67896e805f5eedb9b553c878
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 105, Row: 28, Price: $85.00, Est. Price: $85.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68aca3e2207e70b0f8bd4
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 6, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502872f94efc810a5e2ca
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 107, Row: 28, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68a5f3e2207e70b07b93b
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 102, Row: 28, Price: $86.00, Est. Price: $86.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68ace3e2207e70b0fdf0e
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 134, Row: 3, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67b502b82f94efc810ad669a
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 101, Row: 27, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68ac73e2207e70b0f36a0
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 107, Row: 34, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67a68abf3e2207e70b0e67bb
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 108, Row: 28, Price: $88.00, Est. Price: $88.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67896e755f5eedb9b552262d
Date: 08-23-2025, Home Team: Dbacks, Away Team: Reds, Section: 215, Row: 4, Price: $89.00, Est. Price: $89.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-23-2025-phoenix-az-chase-field/events/66a1720e63a64247fe1dd20d/listings/67e15d32d4811782d3eaae1f
