Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 128, Row: 25, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/670ea141f0923f9bcda21c09
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 317, Row: 19, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686013e2207e70ba042b4
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 309, Row: 15, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686023e2207e70ba04edd
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/6764fd2cb98988f2dbb6b5fa
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 307, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/6764fd2bb98988f2dbb66ea8
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 102, Row: 19, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/670ea150f0923f9bcda36bbc
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 101, Row: 22, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e15d32d4811782d3eaabbd
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 103, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b3118b98988f2db3ce2d7
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 320, Row: 17, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a6860a3e2207e70ba0eb83
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 104, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b3118b98988f2db3ce327
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 332, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44811d4811782d3a23ea7
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 300, Row: 11, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44820d4811782d3a451e3
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 330, Row: 10, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44811d4811782d3a23b80
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 302, Row: 10, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447e6d4811782d39bd6ba
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 328, Row: 11, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44811d4811782d3a23b3c
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 144, Row: 11, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b3118b98988f2db3ce31b
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 107, Row: 29, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67896e2f5f5eedb9b54a71fa
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 318, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686003e2207e70ba0365e
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 315, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67896e3d5f5eedb9b54c0f98
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 313, Row: 8, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67896e335f5eedb9b54aeb41
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 301, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e45e3ed4811782d3ad14e0
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 331, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e45e6cd4811782d3b48b39
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 103, Row: 24, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686083e2207e70ba0c5ce
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 324, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447e6d4811782d39bd813
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 308, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4481cd4811782d3a3beaa
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 325, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4481ad4811782d3a37a88
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 323, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e9ef70d4811782d37da1f3
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 305, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4480ed4811782d3a19a01
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 306, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44805d4811782d3a03f70
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 327, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447fcd4811782d39eed55
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/6764fd2cb98988f2dbb6b616
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/6764fd2db98988f2dbb6d6ce
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 324, Row: 1, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a685fe3e2207e70ba012e0
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 11, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b335cb98988f2db64d74b
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 105, Row: 18, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e15d39d4811782d3eb1bb5
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 310, Row: 3, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/670ea150f0923f9bcda36cbf
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 308, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e45e92d4811782d3b96df0
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 305, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e45e59d4811782d3b169c9
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 137, Row: 29, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/670ea14bf0923f9bcda2dce7
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 104, Row: 20, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686103e2207e70ba1446e
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 319, Row: 6, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a685f83e2207e70b9f93ec
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 136, Row: 26, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/670ea13ef0923f9bcda1e0f1
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 133, Row: 9, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b33bdb98988f2db6c98b1
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 143, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67896e6c5f5eedb9b550e484
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 108, Row: 21, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67896e2e5f5eedb9b54a5b21
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 320, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447e6d4811782d39bd69c
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 314, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447f5d4811782d39dfb9f
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 312, Row: 13, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44803d4811782d39fe9af
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 317, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44800d4811782d39f90e8
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 321, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4482dd4811782d3a683ec
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 310, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447fad4811782d39e95c6
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 316, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44829d4811782d3a58569
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 322, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447fed4811782d39f4a58
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 6, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b332db98988f2db62cc64
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 3, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b341bb98988f2db71d88e
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 215, Row: 4, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e15d35d4811782d3eae8e7
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 138, Row: 30, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4482fd4811782d3a6bc7e
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 142, Row: 21, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4481ad4811782d3a3874c
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 139, Row: 22, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e491c6d4811782d3ffc3a6
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 106, Row: 28, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e4482bd4811782d3a5fe63
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 140, Row: 19, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e44813d4811782d3a2b8d3
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 141, Row: 20, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e447dbd4811782d39a4d8c
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 311, Row: 1, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/670ea14ff0923f9bcda35682
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 33, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a685f83e2207e70b9f9416
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 321, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67896e2a5f5eedb9b549dcc8
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 319, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e45e96d4811782d3ba0799
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 318, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67e45e63d4811782d3b3363d
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 204, Row: 1, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b329ab98988f2db562a0f
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 135, Row: 28, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686003e2207e70ba03669
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 26, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/67a686093e2207e70ba0d87c
Date: 07-23-2025, Home Team: Dbacks, Away Team: Astros, Section: 216, Row: 1, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-23-2025-phoenix-az-chase-field/events/66a171de83aa788255244b12/listings/677b329ab98988f2db5629b8
