Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 128, Row: 25, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea147f0923f9bcda2aeac
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 301, Row: 1, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685fd3e2207e70b9fff25
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 309, Row: 18, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686013e2207e70ba0429e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 331, Row: 1, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e375f5eedb9b54b5fb1
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 329, Row: 2, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686093e2207e70ba0d862
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 329, Row: 17, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686103e2207e70ba14499
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 303, Row: 1, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14ef0923f9bcda33f81
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 304, Row: 40, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd2ab98988f2dbb6485e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 140, Row: 13, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d34d4811782d3eacbab
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 141, Row: 13, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b30bdb98988f2db33bb1d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 311, Row: 11, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14ff0923f9bcda3568a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 325, Row: 16, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686073e2207e70ba0a98d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 312, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e255f5eedb9b5495b7e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd2bb98988f2dbb69549
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 307, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd2bb98988f2dbb66f77
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 318, Row: 9, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685f83e2207e70b9f93c7
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 319, Row: 9, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14df0923f9bcda31d97
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 108, Row: 30, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14df0923f9bcda33211
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 102, Row: 19, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14ef0923f9bcda33f96
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 103, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b3118b98988f2db3ce37c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 104, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b3118b98988f2db3ce32c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 332, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44822d4811782d3a4982b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 300, Row: 9, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f3d4811782d39db57a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 302, Row: 10, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e2d4811782d39b3b5a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 328, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e4d4811782d39b8eb9
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 303, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f3d4811782d39dad52
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 144, Row: 11, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b3118b98988f2db3ce28c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 141, Row: 25, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685fa3e2207e70b9fbf0a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 137, Row: 29, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea14df0923f9bcda31d5b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 313, Row: 8, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e255f5eedb9b5495b92
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 301, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67ea4f91d4811782d3acbe73
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 331, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e5dd4811782d3b1fe8e
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 140, Row: 25, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686093e2207e70ba0d891
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 105, Row: 18, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d32d4811782d3eaacf6
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 318, Row: 17, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a6860e3e2207e70ba1230a
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 308, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482dd4811782d3a68a53
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 325, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e2d4811782d39b3b05
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 323, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447dbd4811782d39a43d1
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 305, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44822d4811782d3a49b29
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 306, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44827d4811782d3a5139b
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 327, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447dbd4811782d39a47c3
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd29b98988f2dbb621f2
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/6764fd2db98988f2dbb6d6a9
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 324, Row: 12, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482fd4811782d3a6c72f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 324, Row: 2, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e395f5eedb9b54b9b65
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 11, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b335cb98988f2db64d6eb
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 143, Row: 24, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685f83e2207e70b9f93e0
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 310, Row: 3, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea140f0923f9bcda2076c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 323, Row: 33, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e4ed4811782d3af52a5
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 305, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67ea4f77d4811782d3aac0cf
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 107, Row: 29, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e3c5f5eedb9b54bfd86
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 317, Row: 6, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a685fb3e2207e70b9fcd6d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 133, Row: 9, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b33bdb98988f2db6c9892
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 108, Row: 21, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e305f5eedb9b54a97b4
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 320, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4480ad4811782d3a0e3cb
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 315, Row: 13, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447fed4811782d39f472c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 314, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482dd4811782d3a681c1
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 317, Row: 13, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44800d4811782d39f8c45
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 321, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4480ad4811782d3a0df6c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 310, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447fad4811782d39e8b52
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 316, Row: 15, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e8d4811782d39c2c08
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 322, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447e4d4811782d39b941f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 6, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b332db98988f2db62cc46
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 3, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/677b341bb98988f2db71d892
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 321, Row: 2, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea144f0923f9bcda25fd8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 215, Row: 4, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e15d39d4811782d3eb19f2
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 133, Row: 16, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/670ea149f0923f9bcda2c914
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 138, Row: 30, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482dd4811782d3a67c2f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 142, Row: 36, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e44800d4811782d39f8b6d
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 139, Row: 26, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e59c9dd4811782d3244c44
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 106, Row: 29, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447f1d4811782d39d5815
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 136, Row: 29, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4482fd4811782d3a6bcd1
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 103, Row: 33, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e447dbd4811782d39a4e72
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 105, Row: 25, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e58b7dd4811782d310905f
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 313, Row: 1, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67a686103e2207e70ba14490
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 104, Row: 21, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e4805dd4811782d3e109b8
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 314, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67896e3a5f5eedb9b54bbd2c
Date: 07-22-2025, Home Team: Dbacks, Away Team: Astros, Section: 319, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-22-2025-phoenix-az-chase-field/events/66a171dc6a7963095dbe0ad8/listings/67e45e42d4811782d3adcb28
