Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 128, Row: 25, Price: $104.00, Est. Price: $104.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea164f0923f9bcda5a122
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 307, Row: 9, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32033d4811782d331d66d
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 327, Row: 10, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32036d4811782d332087b
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 326, Row: 13, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32036d4811782d3320a3e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 308, Row: 11, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e3204bd4811782d334badf
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 305, Row: 9, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e3204bd4811782d334bb9a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 323, Row: 15, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32054d4811782d335e6d7
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 306, Row: 12, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32056d4811782d33611cb
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 313, Row: 12, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e9846ad4811782d32aaf14
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 325, Row: 13, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ec3c40d4811782d3368e07
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 310, Row: 3, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea15ef0923f9bcda5107f
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 326, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691233e2207e70baffd84
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 310, Row: 10, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691263e2207e70bb03d7a
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 305, Row: 2, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e98453d4811782d3291c64
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 324, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e9845ed4811782d329df63
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 9, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e9846dd4811782d32b0481
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 107, Row: 29, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896ccf5f5eedb9b5239abe
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 105, Row: 27, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691123e2207e70baed788
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 139, Row: 27, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67c7702ddec8018c7606efe6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 137, Row: 34, Price: $59.00, Est. Price: $59.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e70558d4811782d329836c
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 311, Row: 2, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896cd35f5eedb9b523ffd5
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 103, Row: 26, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67c77026dec8018c76060443
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 322, Row: 12, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32044d4811782d333b34c
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 18, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e70612d4811782d33b22a1
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 137, Row: 39, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764facfb98988f2db6385d6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 104, Row: 26, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691143e2207e70baf0208
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 104, Row: 14, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4ddc52f94efc810a8d24c
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 144, Row: 11, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4ddc52f94efc810a8d298
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 101, Row: 22, Price: $62.00, Est. Price: $62.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fc1dec8018c76863d88
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 140, Row: 39, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764facfb98988f2db63855d
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 106, Row: 33, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691253e2207e70bb0196b
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 136, Row: 26, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea163f0923f9bcda58ae3
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 104, Row: 39, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764faceb98988f2db636357
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 321, Row: 1, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896cce5f5eedb9b5238652
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 108, Row: 22, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ef53a40b271341d1b1e509
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 319, Row: 1, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea169f0923f9bcda6055b
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 103, Row: 15, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896ccb5f5eedb9b5233dc9
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 142, Row: 15, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896cd75f5eedb9b5248644
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 102, Row: 15, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a6911b3e2207e70baf69b0
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 143, Row: 18, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e32046d4811782d3340101
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 103, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e9d339d4811782d37d9932
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 144, Row: 16, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eb5066d4811782d396c977
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 136, Row: 34, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ec1f11d4811782d3e2f979
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 142, Row: 22, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67edd8a4d4811782d3b32c71
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 138, Row: 34, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67eeb4550b271341d118ddc5
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 137, Row: 27, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67ef53b30b271341d1b3a4b2
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 143, Row: 12, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67896d145f5eedb9b52a6d2e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 140, Row: 12, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67e7055bd4811782d329bd60
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 107, Row: 39, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764fad0b98988f2db63a7f6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 111, Row: 7, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67b4de582f94efc810bf906e
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 134, Row: 26, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a6910e3e2207e70bae859f
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 111, Row: 14, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/670ea15cf0923f9bcda4bf53
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 109, Row: 24, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67a691263e2207e70bb03ce7
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 134, Row: 39, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/6764fad2b98988f2db63cbf6
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 215, Row: 4, Price: $76.00, Est. Price: $76.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/67d48fc0dec8018c768625d9
Date: 04-27-2025, Home Team: Dbacks, Away Team: Braves, Section: 141, Row: 12, Price: $77.00, Est. Price: $77.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-27-2025-phoenix-az-chase-field/events/66a170e883aa788255244af4/listings/677e8e82b98988f2db88434f
