Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 130, Row: 16, Price: $90.00, Est. Price: $90.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447e2d4811782d39b3fbd
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 140, Row: 13, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e15d36d4811782d3eae9b4
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 141, Row: 13, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b30bdb98988f2db33ba5e
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 325, Row: 16, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6858a3e2207e70b980f51
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 309, Row: 17, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6857f3e2207e70b9650e6
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 311, Row: 11, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/670ea14df0923f9bcda33227
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 312, Row: 10, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67896e395f5eedb9b54b9b38
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/6764fd28b98988f2dbb5fa5f
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 307, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/6764fd2ab98988f2dbb6481c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 139, Row: 28, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a685923e2207e70b995a9b
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 101, Row: 22, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e15d3cd4811782d3eb4d47
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 104, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b3118b98988f2db3ce34d
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 315, Row: 9, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67896e2a5f5eedb9b549dd81
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 332, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447f1d4811782d39d536d
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 331, Row: 3, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447e6d4811782d39bd8e8
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 300, Row: 9, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447d9d4811782d399ef4b
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 302, Row: 10, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e44813d4811782d3a2be4c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 328, Row: 11, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4481cd4811782d3a3c7fb
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 303, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4482bd4811782d3a6011a
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 144, Row: 11, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b3118b98988f2db3ce38c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 136, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6858e3e2207e70b98dcad
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 103, Row: 14, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b3118b98988f2db3ce345
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 104, Row: 24, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6857f3e2207e70b9675c8
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 319, Row: 17, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a685943e2207e70b9987e4
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 102, Row: 17, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a685873e2207e70b979cf7
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 317, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e8b560d4811782d358ea7a
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 324, Row: 3, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a685833e2207e70b96cfd8
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 301, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e8dd4811782d3b8cdad
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 331, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e90d4811782d3b92596
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 302, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e63d4811782d3b337d8
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 140, Row: 24, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6858f3e2207e70b990069
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 324, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447ddd4811782d39a94a0
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 308, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4480ed4811782d3a1ac1c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 325, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e44803d4811782d39fe0d0
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 323, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447f1d4811782d39d59fa
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 305, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447dbd4811782d39a3d76
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 306, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447f3d4811782d39db597
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 327, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4482dd4811782d3a67f60
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/6764fd28b98988f2dbb5fa98
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 108, Row: 32, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6857d3e2207e70b962d26
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/6764fd2bb98988f2dbb66f08
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 142, Row: 20, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a685933e2207e70b9974fd
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 139, Row: 17, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/670ea142f0923f9bcda230fd
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 105, Row: 18, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e15d3ad4811782d3eb33aa
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 310, Row: 3, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/670ea150f0923f9bcda36c98
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 308, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e61d4811782d3b2c457
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 305, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e72d4811782d3b5d58c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 107, Row: 26, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67896e395f5eedb9b54b9b6c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 137, Row: 27, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a685823e2207e70b96adf2
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 321, Row: 2, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/670ea13ff0923f9bcda1f81a
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 143, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6857f3e2207e70b9650f8
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 108, Row: 20, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67896e2c5f5eedb9b54a0e87
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 319, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447e6d4811782d39bcef6
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 320, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447dfd4811782d39ae492
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 314, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4480ad4811782d3a0df5c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 313, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4482bd4811782d3a60133
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 321, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447f8d4811782d39e5b73
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 310, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4480ed4811782d3a199f2
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 316, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e44824d4811782d3a4ddff
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 322, Row: 10, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e4480ed4811782d3a1a653
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 111, Row: 6, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b332db98988f2db62cc8b
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 133, Row: 6, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b3392b98988f2db68f9f7
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 134, Row: 3, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/677b341bb98988f2db71d897
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 311, Row: 2, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67896e395f5eedb9b54b9b5c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 215, Row: 4, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e15d3dd4811782d3eb67b2
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 138, Row: 30, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e44813d4811782d3a2b93c
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 106, Row: 28, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447edd4811782d39cd46e
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 141, Row: 20, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447e2d4811782d39b422a
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 103, Row: 22, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e447fed4811782d39f3766
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 313, Row: 1, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67a6858a3e2207e70b980f85
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 314, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67896e355f5eedb9b54b3640
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 320, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e5ed4811782d3b2447d
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 318, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e77d4811782d3b645c7
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 315, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e7fd4811782d3b6f3e0
Date: 07-21-2025, Home Team: Dbacks, Away Team: Astros, Section: 312, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/astros-at-diamondbacks-tickets/7-21-2025-phoenix-az-chase-field/events/66a171db573fc39854bf8ed9/listings/67e45e5fd4811782d3b288ea
