Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 126, Row: 22, Price: $98.00, Est. Price: $98.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67d0bae9dec8018c76d782e3
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 305, Row: 9, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32057d4811782d336313c
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 312, Row: 16, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67a68fb33e2207e70b8c5a4b
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 311, Row: 16, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67be44dd2f94efc810e552b9
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 316, Row: 16, Price: $58.00, Est. Price: $58.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e4673ed4811782d3de79c1
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 321, Row: 9, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/670ea163f0923f9bcda58b77
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 332, Row: 32, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764fad0b98988f2db63a875
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 313, Row: 15, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67a68fbe3e2207e70b8dba75
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 314, Row: 15, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67b6657b2f94efc81002bc79
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 315, Row: 12, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32035d4811782d331ea9a
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 12, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32038d4811782d332384d
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 322, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32044d4811782d333a35f
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 313, Row: 22, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32044d4811782d333b597
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 317, Row: 14, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32047d4811782d3342570
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 312, Row: 22, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e5e91bd4811782d3bb199e
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 310, Row: 11, Price: $60.00, Est. Price: $60.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e5e92ad4811782d3bc2d40
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 323, Row: 36, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764faceb98988f2db6362ea
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 301, Row: 32, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67dd93a0d4811782d3c13a2b
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 331, Row: 32, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67dd93a6d4811782d3c1e214
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 320, Row: 11, Price: $61.00, Est. Price: $61.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32049d4811782d3347d05
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 319, Row: 32, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764fad1b98988f2db63c09e
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 308, Row: 40, Price: $63.00, Est. Price: $63.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67dd93b6d4811782d3c40b9c
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 108, Row: 30, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/670ea15df0923f9bcda4e486
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 102, Row: 39, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764facfb98988f2db638566
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 105, Row: 26, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67a68fb23e2207e70b8c36b4
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 101, Row: 26, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67a68fc53e2207e70b8ea36c
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 140, Row: 13, Price: $65.00, Est. Price: $65.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67ef8c450b271341d1b92e6b
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 103, Row: 17, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67896cd75f5eedb9b52485d7
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 107, Row: 29, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67896cd95f5eedb9b524c7f1
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 102, Row: 26, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67a68fb63e2207e70b8c99a0
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 138, Row: 28, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e3202bd4811782d330fdd9
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 137, Row: 32, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32046d4811782d333fe30
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 139, Row: 25, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e3204bd4811782d334c146
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 102, Row: 21, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e32056d4811782d3360d2b
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 142, Row: 23, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e35dedd4811782d3d70ee0
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 144, Row: 12, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e891cbd4811782d366de1b
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 136, Row: 36, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67ec625cd4811782d30be8f1
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 104, Row: 21, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67ec95afd4811782d3d7845b
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 103, Row: 22, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67ed850cd4811782d3db4eda
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 106, Row: 29, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67f01de10b271341d15dd1ea
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 140, Row: 20, Price: $66.00, Est. Price: $66.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67f0374b0b271341d16d0a67
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 137, Row: 39, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764facfb98988f2db6384dd
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 107, Row: 39, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764fad1b98988f2db63c0d8
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 143, Row: 16, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67e3204fd4811782d3355b66
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 141, Row: 21, Price: $67.00, Est. Price: $67.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67ec9599d4811782d3d33102
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 318, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67dd93aad4811782d3c2507d
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 320, Row: 32, Price: $68.00, Est. Price: $68.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67dd93afd4811782d3c2dffc
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 140, Row: 39, Price: $70.00, Est. Price: $70.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764fad1b98988f2db63c04c
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 104, Row: 16, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67896d0a5f5eedb9b5294b87
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 102, Row: 16, Price: $72.00, Est. Price: $72.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67aacd8d3e2207e70b9f1b19
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 141, Row: 14, Price: $73.00, Est. Price: $73.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67a6d44a3e2207e70bb3d213
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 142, Row: 12, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/670ea163f0923f9bcda58bca
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 143, Row: 11, Price: $74.00, Est. Price: $74.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67be44d42f94efc810e47f72
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 215, Row: 4, Price: $75.00, Est. Price: $75.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/67d48fbbdec8018c768555db
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 217, Row: 11, Price: $78.00, Est. Price: $78.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764facfb98988f2db638509
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 110, Row: 39, Price: $82.00, Est. Price: $82.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764faceb98988f2db63631d
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 200, Row: 11, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764facfb98988f2db6384e4
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 203, Row: 11, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764fad0b98988f2db638d35
Date: 04-25-2025, Home Team: Dbacks, Away Team: Braves, Section: 134, Row: 39, Price: $83.00, Est. Price: $83.00, URL: https://gametime.co/mlb-baseball/braves-at-diamondbacks-tickets/4-25-2025-phoenix-az-chase-field/events/66a170dd47d07f0c7229d213/listings/6764fad0b98988f2db63a864
