Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 208, Row: 3, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d34d4811782d3eac623
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 316, Row: 9, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896df55f5eedb9b54494bb
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 307, Row: 2, Price: $36.00, Est. Price: $36.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67bc81ec2f94efc810cbf74a
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 141, Row: 13, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670980cdf0923f9bcdd311c3
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 315, Row: 9, Price: $37.00, Est. Price: $37.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896df15f5eedb9b54438a0
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 319, Row: 9, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e9f0923f9bcd9b0dc6
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 320, Row: 9, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896df85f5eedb9b544ddfe
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 321, Row: 9, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0ddf0923f9bcd9a65df
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 102, Row: 19, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0d9f0923f9bcd99f33e
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 103, Row: 17, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896df15f5eedb9b5443872
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 313, Row: 8, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896de65f5eedb9b5432f58
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 324, Row: 2, Price: $39.00, Est. Price: $39.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896df85f5eedb9b544dd78
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 139, Row: 17, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e4f0923f9bcd9ace50
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 107, Row: 29, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896df35f5eedb9b54468d3
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 310, Row: 3, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e1f0923f9bcd9aaa4d
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 101, Row: 22, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d3cd4811782d3eb4ad0
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 306, Row: 2, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e9f0923f9bcd9b0e03
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 332, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd8d4811782d3ef5c71
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 300, Row: 9, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffcbd4811782d3ee342b
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 330, Row: 10, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd8d4811782d3ef5d97
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 302, Row: 10, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffcbd4811782d3ee34f4
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 329, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd0d4811782d3eea1ca
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 328, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd0d4811782d3ee9cf8
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 303, Row: 12, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffced4811782d3ee7f2b
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 304, Row: 11, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffc9d4811782d3ee049d
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 137, Row: 29, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e5f0923f9bcd9ae23e
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 103, Row: 14, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/6709809ff0923f9bcdceb7f9
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 321, Row: 2, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e0f0923f9bcd9a9345
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 104, Row: 14, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/6709809ff0923f9bcdceb7c8
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 308, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0def0923f9bcd9a76af
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 325, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0d7f0923f9bcd99bbef
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 332, Row: 29, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67ea0e2fd4811782d390ea1a
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 305, Row: 1, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e7f0923f9bcd9af818
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 301, Row: 32, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e4fd4811782d3af9b1f
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 331, Row: 32, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e9a17dd4811782d3543ae6
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 300, Row: 29, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e52d4811782d3aff6e0
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 329, Row: 38, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e9a198d4811782d3576073
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 328, Row: 40, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e56d4811782d3b0c35b
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 144, Row: 11, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670980cdf0923f9bcdd311c9
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 311, Row: 2, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896def5f5eedb9b54414ef
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 142, Row: 15, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896dea5f5eedb9b543959d
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 308, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd6d4811782d3ef309e
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 325, Row: 9, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd3d4811782d3eee463
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 323, Row: 9, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffcbd4811782d3ee3863
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 323, Row: 33, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e40d4811782d3ad7063
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 305, Row: 9, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd1d4811782d3eec155
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 306, Row: 11, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffccd4811782d3ee59cc
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 327, Row: 9, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffc4d4811782d3ed8942
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 327, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e3ed4811782d3ad17b0
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 309, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffc4d4811782d3ed8ee4
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 326, Row: 11, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd5d4811782d3ef0617
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 136, Row: 26, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e4f0923f9bcd9acd8e
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 324, Row: 10, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd6d4811782d3ef3156
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 205, Row: 2, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d39d4811782d3eb1b3a
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 143, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896e815f5eedb9b553f618
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 319, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0d6f0923f9bcd999745
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 142, Row: 11, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e1f0923f9bcd9aa98d
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 315, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0e6f0923f9bcd9aed2d
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 314, Row: 1, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896de55f5eedb9b54322a0
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 108, Row: 21, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67896dea5f5eedb9b543a123
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 105, Row: 18, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d34d4811782d3eac759
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 212, Row: 3, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d35d4811782d3eae5f1
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 217, Row: 2, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d3dd4811782d3eb6d21
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 111, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/6709812cf0923f9bcddc767d
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 318, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffdad4811782d3ef8995
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 314, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd3d4811782d3eee5eb
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 317, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd1d4811782d3eebfb1
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 310, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffdad4811782d3ef8a80
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 322, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffc9d4811782d3ee08df
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 206, Row: 1, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e15d35d4811782d3eae70e
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 9, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/6709815bf0923f9bcde1be08
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 320, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e4587dd4811782d3f01ac7
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 318, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e63d4811782d3b33c5b
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 312, Row: 32, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e45e6fd4811782d3b5488c
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 133, Row: 16, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/670ea0d8f0923f9bcd99deca
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 138, Row: 30, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffdad4811782d3ef8fb8
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 139, Row: 22, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffd3d4811782d3eee4a1
Date: 07-02-2025, Home Team: Dbacks, Away Team: Giants, Section: 106, Row: 28, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/giants-at-diamondbacks-tickets/7-2-2025-phoenix-az-chase-field/events/66a171b86a7963095dbe0ad2/listings/67e3ffc4d4811782d3ed8bfb
