Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 116, Row: 21, Price: $87.00, Est. Price: $87.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b3572b98988f2db8bc628
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 329, Row: 40, Price: $38.00, Est. Price: $38.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/6764fda6b98988f2dbceb36f
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 141, Row: 13, Price: $40.00, Est. Price: $40.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b30bdb98988f2db33bade
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 323, Row: 12, Price: $41.00, Est. Price: $41.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689d43e2207e70bfd1e5d
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 311, Row: 11, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea1fef0923f9bcdb14d55
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 325, Row: 12, Price: $42.00, Est. Price: $42.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689df3e2207e70bfddd1a
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 312, Row: 10, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e475f5eedb9b54cf86b
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 326, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/6764fda1b98988f2dbce195e
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 307, Row: 40, Price: $43.00, Est. Price: $43.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/6764fda4b98988f2dbce8834
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 314, Row: 15, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689dd3e2207e70bfdc4c4
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 307, Row: 2, Price: $44.00, Est. Price: $44.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67bc81ec2f94efc810cbf91a
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 102, Row: 19, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea22cf0923f9bcdb78abb
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 101, Row: 22, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e15d3dd4811782d3eb6ee4
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 103, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b3118b98988f2db3ce3bb
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 318, Row: 9, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689603e2207e70bed8358
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 104, Row: 14, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b3118b98988f2db3ce2d0
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 332, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cc9d4811782d39e5ff8
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 331, Row: 3, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cf6d4811782d3a22f2b
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 300, Row: 9, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cded4811782d3a0147b
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 330, Row: 11, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54ccfd4811782d39eca55
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 303, Row: 12, Price: $45.00, Est. Price: $45.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cb5d4811782d39d3947
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 144, Row: 11, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b3118b98988f2db3ce32e
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 139, Row: 28, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689ea3e2207e70bfeb0b7
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 320, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e455f5eedb9b54ccbad
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 315, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e545f5eedb9b54e46e7
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 313, Row: 8, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e405f5eedb9b54c5e18
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 321, Row: 9, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea1f9f0923f9bcdb1030a
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 301, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e45e7fd4811782d3b6f72d
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 331, Row: 32, Price: $46.00, Est. Price: $46.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e45e8fd4811782d3b902a9
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 324, Row: 12, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54ccbd4811782d39e938d
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 305, Row: 9, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cf5d4811782d3a2108b
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 306, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54ce3d4811782d3a05fd7
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 327, Row: 10, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cd6d4811782d39f583c
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 309, Row: 11, Price: $47.00, Est. Price: $47.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cd8d4811782d39f8aa6
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 143, Row: 31, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/6764fda2b98988f2dbce3445
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 137, Row: 29, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea233f0923f9bcdb843ea
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 102, Row: 39, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/6764fda5b98988f2dbcea1a0
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 324, Row: 2, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e555f5eedb9b54e6bd5
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 305, Row: 2, Price: $48.00, Est. Price: $48.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689d43e2207e70bfd1e57
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 11, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b335cb98988f2db64d6fa
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 142, Row: 13, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/678683f15f5eedb9b59e2d91
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 106, Row: 30, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689d63e2207e70bfd497b
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 310, Row: 3, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea22cf0923f9bcdb7985e
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 326, Row: 1, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a6896b3e2207e70bee7594
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 308, Row: 40, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e45e99d4811782d3ba8f2e
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 323, Row: 33, Price: $49.00, Est. Price: $49.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e45e55d4811782d3b05f9a
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 141, Row: 23, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689e93e2207e70bfe9d4c
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 107, Row: 28, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689dd3e2207e70bfdc4cd
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 105, Row: 18, Price: $50.00, Est. Price: $50.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e15d3dd4811782d3eb6f30
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 136, Row: 26, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea1f0f0923f9bcdb05c22
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 319, Row: 6, Price: $51.00, Est. Price: $51.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67a689da3e2207e70bfd9333
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 133, Row: 9, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b33bdb98988f2db6c989c
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 143, Row: 12, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e785f5eedb9b5528385
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 108, Row: 21, Price: $52.00, Est. Price: $52.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e465f5eedb9b54cf496
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 319, Row: 12, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cdcd4811782d39feec6
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 317, Row: 13, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cb5d4811782d39d2cc9
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 310, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cafd4811782d39cc1ca
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 316, Row: 15, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cb9d4811782d39d7309
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 322, Row: 11, Price: $53.00, Est. Price: $53.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cb5d4811782d39d2fb5
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 111, Row: 6, Price: $54.00, Est. Price: $54.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b332db98988f2db62cc5d
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 134, Row: 3, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/677b341bb98988f2db71d8cf
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 311, Row: 2, Price: $55.00, Est. Price: $55.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e495f5eedb9b54d2982
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 215, Row: 4, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e15d39d4811782d3eb1b99
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 138, Row: 30, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cb7d4811782d39d635c
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 142, Row: 23, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cc1d4811782d39de3ab
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 314, Row: 1, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67896e335f5eedb9b54afb9e
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 140, Row: 22, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cf1d4811782d3a199a6
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 136, Row: 31, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54ce3d4811782d3a06b7c
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 103, Row: 22, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cb9d4811782d39d7d1f
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 105, Row: 23, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54ce1d4811782d3a03fb2
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 104, Row: 21, Price: $56.00, Est. Price: $56.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e54cf5d4811782d3a21391
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 315, Row: 1, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/670ea1f9f0923f9bcdb102c5
Date: 08-22-2025, Home Team: Dbacks, Away Team: Reds, Section: 320, Row: 32, Price: $57.00, Est. Price: $57.00, URL: https://gametime.co/mlb-baseball/reds-at-diamondbacks-tickets/8-22-2025-phoenix-az-chase-field/events/66a1720c7fbfc47b7cd24d07/listings/67e45e61d4811782d3b2c7ce
